primary_artist,song_title,artists,release_date,popularity,is_collaboration,duration_seconds,spotify_id,lyrics
Meghan Trainor,Bad For Me (feat. Teddy Swims),"Meghan Trainor, Teddy Swims",2022-10-21,67,True,213.283,0mHk41X0RRc6pqrcq1gQAr,"Please don't make promises that you can't keep Your best intentions end up hurtin' me No matter what, I'll love you endlessly I know we're blood, but this love is bad for me I can't tell you what I wanna say 'Cause I, I'm afraid that you won't change Sometimes I just wanna scream in your face But when you're in pain, you just walk away And my, my therapist told me to write you a letter, mm She said if I did, it would make me feel better But it wouldn't do shit even if I sent it 'Cause you won't get it, you're too damn selfish, mm Please don't make promises that you can't keep Your best intentions end up hurtin' me No matter what, I'll love you endlessly But I gotta run, I gotta run from your reality I know we're blood, but this love is bad for me Damn, it's hard for me to let go Of someone I held so close, mm Damn, it's hard for me to draw that line And leave you on the other side But my, my therapist told me to write you a letter, mm She said if I did, it would make me feel better, oh But it wouldn't do shit even if I sent it 'Cause you won't get it, you're too damn selfish, oh Please don't make promises that you can't keep Your best intentions end up hurtin' me No matter what, I'll love you endlessly But I gotta run, I gotta run from your reality I know we're blood, but this love is bad for me And when you lie (And when you lie) There's a part of you that dies That I'm left with (I'm left with) It gets hectic (It gets hectic) When you lie (And when you lie) I wonder why I try But you can't help it, you're too damn selfish, mm Please don't make promises that you can't keep 'Cause your best intentions end up hurtin' me No matter what, I'll love you endlessly But I gotta run, I gotta run from your reality I know we're blood, but this love is bad for me I know we're blood, but this love is bad for me"
Meghan Trainor,Title,Meghan Trainor,2015-01-12,64,False,174.733,0k5hoseEJnCAbpRh38dNoI,"If you want my love You gotta do what it does If you want these sweet-like-sugar Gucci lips You gotta give it up I know you think I'm cool (Ooh-ooh) But I ain't one of the boys (Ooh-ooh-ooh) No, don't be scared that I'm gon' tie ya down (Ooh-ooh-ooh) Ha, I need a little more Baby, don't call me your friend If I hear that word again You might never get a chance to see me Naked in your bed And I know girls ain't hard to find But if you think you wanna try Then consider this an invitation To kiss my ass goodbye Give me that title, title Come on, give me that title, title Better give me that title, title Come on, give me that title, title If it ain't no thang (Oh; ooh-ooh) I won't be hanging around (Hanging around; ooh-ooh-ooh) But don't blow up my shit at 3 AM (Ooh-ooh-ooh) Saying how you need me now Don't call me boo, hey (Ooh-ooh) Like you're some kind of ghost (Well, you're a ghost; ooh-ooh-ooh) If you don't want me seeing other guys (Ooh-ooh-ooh) Well, here's what you need to know Baby, don't call me your friend If I hear that word again (Hear that word again) You might never get a chance to see me Naked in your bed (Bed) And I know girls ain't hard to find (Hard to find) But if you think you wanna try (You want) Then consider this an invitation To kiss my ass goodbye (Kiss my ass goodbye) Give me that title, title Come on, give me that title, title Better give me that title, title (Title) Come on, give me that title, title (I'm sayin') Yeah Yo (Hey), said I'm a special kind of woman (Huh) I'm loving what you got, but I'm hating what you doing, ya Gotta understand that I'm looking for a man Who can get up on a bike, ""Look ma, no hands, ha-ha"" You gotta show me off, off But if you embarrassed, if that's the case, I'm all gone You gotta treat me like a trophy, put me on the shelf Or call me something else (Hey, yeah) Baby, don't call me your friend (Don't, don't, don't) If I hear that word again (Word again) You might never get a chance to see me Naked in your bed (Your bed, baby) And I know girls ain't hard to find (Ain't hard to find) But if you think you wanna try Then consider this an invitation (Consider this my, consider this my) To kiss my ass goodbye (Uh-huh) Give me that title, title Come on, give me that title, title (Come on, give me that) Better give me that title, title (Better give me that) Come on, give me that title, title (Come on, give me that) Yeah Title, title (Come on) Come on, give me that title, title Come on, give me that title, title (Give me that) Come on, give me that title, title (Come on, baby) Yeah"
Meghan Trainor,Been Like This,"Meghan Trainor, T-Pain",2024-03-14,63,True,145.765,3t7MOVjzXyqT7vPw4eNrAV,"Ooh-wee, she got that booty That type of boom-boom, that bass that I like I said, “Who, me?” I keep it juicy So, better hold on, hold on for dear life Oh, 'cause she's cute and she's classy Thick, bold and sassy She knows what she do when she moves (When she moves) I know it's hard to imagine But, why you keep asking Like all this came out of the blue? But I been like this, I been like this Run your mouth, but I'm on your lips Ain't nothin' new, still that bitch 'Cause I been like, been like, been like this I been like this, I been like this Take your shots while I blow a kiss Ain't nothin' new, still that bitch 'Cause I been like, been like— (Boom-boom) Baby, I want you to (Ooh) Shake a little (Ooh) Makе it jiggle (Ooh) Put that thing in the middle for Mеghan and Pizzle (Ooh) 'Cause you doin' it just the way I like Now you can't fool me I know exactly what you wanna do to me And baby, you just gonna make me act up on this flight We go 'round first class to Heaven Your hands all over this legend Don't stress, baby, that's just the way that I do Trippin' over these GRAMMYs But who needs to stand when That reservation got levitation for two? We goin' up 'Cause I been like this (This), I been like this (This) Talk that smack, but I'm on your lips I got money to the ceiling 'cause I'm filthy rich 'Cause I been like, been like, been like this Said, I been like this (This), I been like this (This) Talk that smack (Woo), but I'm on your lips It ain't nothin' new, just me and my bitch 'Cause I been like, been like, been like this I'm a popstar, I'm a wifey Put an X by my name if you don't like me (Oh) Not a thing you do excites me I'ma have to get a little bit spicy Oh, you do the most (Oh) Oh, darling, you must be obsessed with me You like me, like me, like me (Oh) But I been like this (This), I been like this (This) Talk that smack, but I'm on your lips (Woo) It ain't nothin' new, still that bitch 'Cause I been like, been like, been like this I said, I been like this (This), I been like this (This) Talk that smack, but I'm on your lips It ain't nothin' new, just me and my bitch 'Cause I been like, been like, been like this Ooh, ooh (Boom-boom) It ain't nothin' new, just me and my bitch 'Cause I been like, been like, been like this"
Meghan Trainor,Better When I'm Dancin',Meghan Trainor,2025-03-28,62,False,176.251,151pHp99ciTnpmdPCvgLbe,"Mmm, hey, mmm Hey Don't think about it Just move your body Listen to the music Sing, oh, ey, oh Just move those left feet Go ahead, get crazy Anyone can do it Sing, oh, ey, oh Show the world you got that fire (Fire) Feel the rhythm gettin' louder Show the room what you can do Prove to them you got the moves, hey I don't know about you But I feel better when I'm dancin', yeah, yeah Better when I'm dancin', yeah, yeah We can do this together I bet you feel better when you're dancin', yeah, yeah Pa-pa-pa-da-da La-la-la-la-da-da La-la-la-la-da-da Pa-pa-da-da When you finally let go And you slay that solo 'Cause you listen to the music Sing, oh, ey, oh 'Cause you're confident, babe And you make your hips sway We knew that you could do it Sing, oh, ey, oh Show the world you got that fire (Fire, baby) Feel the rhythm gettin' louder Show the room what you can do Prove to them you got the moves I don't know about you But I feel better when I'm dancin', yeah, yeah Better when I'm dancin', yeah, yeah (Oh) We can do this together I bet you feel better when you're dancin', yeah, yeah, hey Pa-pa-pa-da-da La-la-la-la-da-da La-la-la-la-da-da (Come on) Pa-pa-da-da Pa-pa-pa-da-da La-la-la-la-da-da La-la-la-la-da-da Pa-pa-da-da Ey Oh, ey, oh Oh, ey, oh I feel better when I'm dancin' (Oh, ey, oh) I'm better when I'm dancin' (Oh, ey, oh) Oh, ey, oh Oh, ey, oh I feel better when I'm dancin', yeah, yeah Better when I'm dancin', yeah, yeah Don't you know we can do this together? Bet you feel better when you're dancin', yeah, yeah Pa-pa-pa-da-da La-la-la-la-da-da La-la-la-la-da-da You got to move it Pa-pa-da-da Pa-pa-pa-da-da La-la-la-la-da-da I feel better when I'm dancin' Better when I'm dancin' Feel better when I'm, yeah, yeah"
Meghan Trainor,All About That Bass,Meghan Trainor,2015-01-09,62,False,187.866,5jSlcXdUGLWOV2pSfYYiBs,"Because you know I'm all about that bass 'Bout that bass, no treble I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass (Bass, bass, bass, bass) Yeah, it's pretty clear, I ain't no size two But I can shake it, shake it, like I'm supposed to do 'Cause I got that boom boom that all the boys chase And all the right junk in all the right places I see the magazines (Ah-ha) working that Photoshop (Ah-ha) We know that shit ain't real, come on now, make it stop If you got beauty, beauty (Ah-ha), just raise 'em up 'Cause every inch of you is perfect from the bottom to the top Yeah, my momma, she told me, ""Don't worry about your size"" (Shoo-wop, wop, shoo-wop, wop) She says, ""Boys like a little more booty to hold at night"" (That booty, booty, uh, that booty, booty) You know I won't be no stick-figure, silicone Barbie doll (Shoo-wop, wop, shoo-wop, wop) So, if that's what's you're into, then go ahead and move along Because you know I'm all about that bass 'Bout that bass, no treble I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass, hey I'm bringing booty back Go ahead and tell them skinny bitches that No, I'm just playing, I know you think you're fat But I'm here to tell you Every inch of you is perfect from the bottom to the top Yeah, my momma, she told me (Woo!), ""Don't worry about your size"" (Shoo-wop, wop, hey, shoo-wop, wop) She says, ""Boys like a little more booty to hold at night"" (That booty, booty, uh, that booty, booty) You know I won't be no stick-figure, silicone Barbie doll (Shoo-wop, wop, shoo-wop, wop, oh, no) So, if that's what's you're into, then go ahead and move along (Ooh) Because you know I'm all about that bass 'Bout that bass, no treble (No treble) I'm all about that bass, (Ooh) 'bout that bass, no treble (Yeah, yeah, yeah) I'm all about that bass, 'bout that bass, no treble (Hey, yeah) I'm all about that bass, 'bout that bass (You know) Because you know I'm all about that bass 'Bout that bass, no treble (I said) I'm all about that bass, 'bout that bass, no treble (Uh) I'm all about that bass, 'bout that bass, no treble (I said) I'm all about that bass, 'bout that bass (Ooh) Because you know I'm all about that bass 'Bout that bass, no treble (I said) I'm all about that bass, 'bout that bass, no treble (Ah) I'm all about that bass, 'bout that bass, no treble (I'm all 'bout that bass) I'm all about that bass, 'bout that bass 'Bout that bass, 'bout that bass Hey, hey Hey-hey, ooh You know you love this bass Ah-ah-ah-ah-ah-ah, yeah Ha-ha"
Meghan Trainor,Whoops,Meghan Trainor,2024-06-07,62,False,148.898,6mETs8Pi6Fnkijklne7yHk,"It's the real difference between an adult and a child Bonk, bon-bonk Bonk, bon-bon-bon-bon-bon Whoops, you messed up Ran around and then you got caught Whoops, you messed up Now you cryin' about what you lost You did me dirty, hope she was worth it You say you're sorry, but I think what you really mean is, ""Whoops"" We had a good thing With cute-ass nicknames Guess our forever (Mm) Turned into never And she got 'bout half Of my looks with no class Now you say, ""Come back"" But I think what you really mean is Whoops, you messed up (Messed up) Ran around and then you got caught Whoops, you messed up (Messed up) Now you cryin' about what you lost You did me dirty, hope she was worth it You say you're sorry, but I think what you really mean is, ""Whoops"" Get gone Pack it up, babe, we done I say whoops, get gone That's enough, baby, we done I say Pictures on your phone That's called an uh-oh Thought you were sneaky (Mm) But you made it easy And she got 'bout half Of my looks with no ass Now you say, ""Come back"" But I think what you really mean is Whoops (Whoops), you messed up (You messed up) Ran around and then you got caught Whoops (Whoops), you messed up (Messed up) Now you cryin' about what you lost You did me dirty (You did me dirty, bae; uh-huh), hope she was worth it (Yeah; uh-huh) You say you're sorry, but I think what you really mean is W-H-O-O-P-S Night-night, bitch, you made your bed That's the dumbest shit you ever did Ever did, ever did, ayy Whoops (Whoops), you messed up (Messed up) Ran around and then you got caught Whoops (Whoops), you messed up (Messed up, bae) Now you cryin' about what you lost (Woo) You did me dirty (Did me dirty, bae; uh-huh), hope she was worth it (Yeah; uh-huh) You say you're sorry, but I think what you really mean is, ""Whoops"" (Hey) Get gone Pack it up, babe, we done (We done) I say whoops, get gone That's enough, babe, we done I say whoops, get gone Pack it up, babe, we done I say whoops, get gone (Ayy, ayy) That's enough, baby, we done I say whoops"
Meghan Trainor,Better When I'm Dancin' - j.bird Timeless Tour Version,"Meghan Trainor, j.bird",2025-03-28,61,True,186.761,7m8WJfDtwrjhAUCy8AeTuZ,"Mm, hey, mm (Hey) Don't think about it Just move your body Listen to the music Sing, oh, ey, oh Just move those left feet Go ahead, get crazy Anyone can do it Sing, oh, ey, oh Show the world you got that fire (Fire) Feel the rhythm gettin' louder (Hey) Show the room what you can do Prove to them you got the moves, hey I don't know about you But I feel better when I'm dancin', yeah, yeah (Hum, hum) Better when I'm dancin', yeah, yeah (Hum, hum) We can do this together (Hum, hum) I bet you feel better whеn you're dancin', yeah, yeah (Hum)  (Ow!) Pa-pa-pa-da-da  (Hum, mm-mm) La-la-la-la-da-da  (Hum, mm-mm) La-la-la-la-da-da  (Mm-mm-mm) Pa-pa-da-da (Mm-mm) Whеn you finally let go And you slay that solo 'Cause you listen to the music Sing, oh, ey, oh 'Cause you're confident, babe (Yep) And you make your hips sway We knew that you could do it Sing, oh, ey, oh Show the world you got that fire (Fire, baby) Feel the rhythm gettin' louder Show the room what you can do Prove to them you got the moves I don't know about you But I feel better when I'm dancin', yeah, yeah (Hum, hum) Better when I'm dancin', yeah, yeah (Hum, hum) (Oh) We can do this together (Hum, hum) I bet you feel better when you're dancin', yeah, yeah, hey (Hum) (Ow!) Pa-pa-pa-da-da (Mm-mm) La-la-la-la-da-da (Mm-mm) La-la-la-la-da-da (Come on) (Mm-mm) Pa-pa-da-da (Mm-mm) Pa-pa-pa-da-da (Mm-mm) La-la-la-la-da-da (Mm-mm) La-la-la-la-da-da (Mm-mm) Pa-pa-da-da (Mm-mm) Ey Oh, ey, oh Oh, ey, oh I feel better when I'm dancin' (Oh, ey, oh) I'm better when I'm dancin' (Oh, ey, oh) Oh, ey, oh Oh, ey, oh I feel better when I'm dancin', yeah, yeah Better when I'm dancin', yeah, yeah Don't you know we can do this together? Bet you feel better when you're dancin', yeah, yeah (Ow!) Pa-pa-pa-da-da  (Hum, mm-mm) La-la-la-la-da-da  (Hum, mm-mm) La-la-la-la-da-da  (Mm-mm) You got to move it Pa-pa-da-da Pa-pa-pa-da-da (Hum, mm-mm) (Oh, ey, oh) La-la-la-la-da-da (Hum, mm-mm) La-la-la-la-da-da I feel better when I'm dancin' (Hum) I'm better when I'm dancin' (Oh, ey, oh,hum) Hey, feel better when I'm, yeah, yeah (Hum, oh, ey, oh)"
Meghan Trainor,Lips Are Movin,Meghan Trainor,2015-01-09,61,False,181.413,3fNaQSMgFrYTkTshRX7J1u,"If your lips are movin' If your lips are movin' If your lips are movin', then you're lyin', lyin', lyin', baby If your lips are movin' If your lips are movin' (Ooh) If your lips are movin', I said you're lyin', lyin', lyin', baby Boy, look at me in my face (Ah) Tell me that you’re not just about this bass (Uh) You really think I could be replaced? Nah, I come from outer space (Huh) And I'm a classy girl, I'ma hold it up You full of somethin', but it ain't love And what we got, straight overdue Go find somebody new You can buy me diamond earrings And deny-ny-ny, ny-ny-ny, deny-ny But I smell her on your collar So goodbye-bye-bye, bye-bye-bye I know you're lyin' (Lyin') 'Cause your lips are movin' (Movin') Tell me, do you think I'm dumb? I might be young (Young) But I ain't stupid (Stupid) Talking around in circles with your tongue I gave you bass (Bass) You gave me sweet talk (Sweet talk) Sayin' how I’m your number one (Woo-hoo) But I know you lie (Lie) 'Cause your lips are movin' (Movin') Baby, don't you know I'm done? (Hey) If your lips are movin' If your lips are movin' If your lips are movin', then you're lyin', lyin', lyin', baby If your lips are movin' If your lips are movin' (Oh) If your lips are movin', then you're lyin', lyin', lyin', lyin' (Hey) Hey baby, don't you bring them tears 'Cause it's too late, too late, babe, oh (Hey) You only love me when you're here You're so two-faced, two-faced, babe, oh You can buy me diamond earrings And deny-ny-ny, ny-ny-ny, deny-ny (Yes you can, babe) But I smell her on your collar So goodbye-bye-bye, bye-bye-bye (Hey) I know you're lyin' (Lyin') 'Cause your lips are movin' (Movin') Tell me, do you think I'm dumb? I might be young (Young) But I ain't stupid (Stupid) Talking around in circles with your tongue I gave you bass (Bass) You gave me sweet talk (Sweet talk) Sayin' how I’m your number one But I know you lie (I know you lie) 'Cause your lips are movin' (Movin') Baby, don't you know I'm done? (Come on, say) If your lips are movin' (Hey, hey) If your lips are movin' (Hey, hey) If your lips are movin', then you're lyin', lyin', lyin' If your lips are movin' (Alright now) If your lips are movin' (I wanna hear y'all sing it with me) If your lips are movin', then you're lyin', lyin', lyin' (Here we go) I know you're lyin' (Woo, lyin') 'Cause your lips are movin' (Movin') Tell me, do you think I'm dumb? (Oh) I might be young (Young) But I ain't stupid (Stupid, no) Talking around in circles with your tongue I gave you bass (Bass) You gave me sweet talk (You gave some sweet talk) Sayin' how I’m your number one But I know you lie (I know you lie) 'Cause your lips are movin' (Your lips are movin') Baby, don't you know I'm done?"
Meghan Trainor,Mother,Meghan Trainor,2023-03-10,60,False,147.481,69ZzhvHnSSnzMO8SMYEJWb,"The fact that Meghan Trainor is literally mother right now I am your mother (I am your mother) You listen to me (You listen to me) Stop all that mansplainin', no one's listening Tell me, who gave you the permission to speak? (Ah-ah, speak) I am your mother (I am your mother) You listen to me (Shh) Mis-Mis-Mister big boy, pulling up in your big toy Sayin' all that blah-blah-blah, makin' all that big noise 'Cause you're so frustrated, emasculated 'Cause you got your shit called out by this little lady (My baby) Yet your opinion's so strong Even when you're wrong (When you're wrong) Bet that feels like power to you (That feels likе power to you) Must've forgot who you're talkin' to I am your mothеr (I am your mother) You listen to me (You listen to me) Stop all that mansplainin', no one's listening (Shh) Tell me, who gave you the permission to speak? (Ah, speak) I am your mother (I am your mother) You listen to me (You listen to me) You just a, bum-bum-bum, bum-bum-bum You just a (You just a), hey Y'all need a masterclass from my man Learn how to satisfy like he can (He can) Ain't tryna control me and own me Like an old man on C-SPAN Bet you wish you could wife this (Mwah) Stay mad, that's priceless You with your god complex But you can't even make life, bitch (Bitch) Yet your opinion's so strong Even when you're wrong (Oh) Bet that feels like power to you (That feels like power to you) Must've forgot who you're talkin' to I am your mother (I am your mother) You listen to me (You listen to me) Stop all that mansplainin' (Ayy), no one's listening (Shh) Tell me, who gave you the permission to speak? (Ah, speak) I am your mother (I am your mother) You listen to me You just a (You just a, just a), hey You just a bum-bum-bum, hey Ladies shake your, hey Shake that bum, bum-bum-bum (You just a)"
Meghan Trainor,Just a Friend to You,Meghan Trainor,2017-05-12,60,False,164.733,2f4FDuRjuV1yXfpoG49ABM,"Oh, oh Oh-oh-oh Why you gotta hug me like that Every time you see me? Why you always making me laugh? Swear you're catching feelings I loved you from the start So it breaks my heart When you say I'm just a friend to you 'Cause friends don't do the things we do Everybody knows you love me too Tryna be careful with the words I use I'll say it 'cause I'm dying to I'm so much more than just a friend to you Mmm When there's other people around You never wanna kiss me You tell me it's too late to hang out Then you say you miss me And I loved you from the start So it breaks my heart When you say I'm just a friend to you 'Cause friends don't do the things we do Everybody knows you love me too Tryna be careful with the words I use I say it 'cause I'm dying to I'm so much more than just a friend to you You, ooh You, ooh You, ooh You, ooh You say I'm just a friend to you Friends don't do the things we do Everybody knows you love me too I try to be careful with the words I use I'll say it 'cause I'm dying to I'm so much more than just a friend to you A friend to you A friend to you A friend to you"
Meghan Trainor,If You Love Her - feat. Meghan Trainor,"Forest Blakk, Meghan Trainor",2021-04-09,59,True,215.832,3yuIvz5stb9v9cljhZ5Zas,"Take it If she gives you her heart, don't you break it Let your arms be a place she feels safe in She's the best thing that you'll ever have She always has trouble fallin' asleep And she likes to cuddle while under the sheets She loves pop songs and dancing and bad trash TV There's still a few other things She loves love notes and babies and likes giving gifts Has a hard time accepting a good compliment And she loves her whole family and all of her friends So if you're the one she lets in Take it If she gives you her heart, don't you break it Let your arms be a place she feels safe in She's the best thing that you'll ever have She'll love you if you love her On days when It feels like the whole world might cave in Stand side by side and you'll make it She's the best thing that you'll ever have She'll love you if you love her like that He wakes me each morning by kissin' my cheeks And when I look a mess, says, ""You're perfect to me"" He's more than my best friend, forever and then some And I choose him over and over again So take it If she gives you her heart, don't you break it Let your arms be a place she feels safe in She's the best thing that you'll ever have She'll love you if you love her On days when It feels like the whole world might cave in Stand side by side and you'll make it She's the best thing that you'll ever have She'll love you if you love her like that She'll love you if you love her like that She'll love you (She'll love you) She'll love you (If you love her) She'll love you If you love her like that Oh (Oh) Oh yeah, yeah, yeah, yeah (Oh) She'll love you, she'll love you, she'll love you She'll love you if you love her On days when It feels like the whole world might cave in Stand side by side and you'll make it She's the best thing that you'll ever have She'll love you if you love her like that"
